RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
11009115,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2015
11009115,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
11009115,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2015
11009214,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2014
11009214,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2014
11009415,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
11009514,DAESTO015-17SA,Mecânica dos Fluidos I A-Matutino (Santo André),Critério de preenchimento de vagas,Mecânica dos Fluidos I,D,SA,2014
11009514,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2014
11009516,NA3MCTA024-13SA,Sistemas Digitais A3-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Digitais,N,SA,2016
11009610,NA1MCTA016-13SA,Paradigmas de Programação A1-Noturno (Santo André),Critério de preenchimento de vagas,Paradigmas de Programação,N,SA,2010
11009615,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
11009615,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2015
11009615,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
11009615,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2015
11009715,DANHI5015-15SA,LIBRAS A-Matutino (Santo André),Critério de preenchimento de vagas,LIBRAS,D,SA,2015
11009715,DA1BCJ0203-15SA,Fenômenos Eletromagnéticos A1-Matutino (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,D,SA,2015
11009816,NAESTO017-17SB,Métodos Experimentais em Engenharia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Métodos Experimentais em Engenharia,N,SB,2016
11009816,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
11010014,NAESTA014-17SA,Sistemas CAD/CAM A-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas CAD/CAM,N,SA,2014
11010015,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
11010015,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2015
11010015,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
11010015,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2015
11010015,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2015
11010315,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2015
11010316,DAESZM027-17SA,Materiais para Energia e Ambiente A-Matutino (Santo André),Critério de preenchimento de vagas,Materiais para Energia e Ambiente,D,SA,2016
11010413,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2013
11010516,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Formação do Sistema Internacional,N,SB,2016
11010916,NA5MCTA018-13SA,Programação Orientada a Objetos A5-Noturno (Santo André),Critério de preenchimento de vagas,Programação Orientada a Objetos,N,SA,2016
11010916,NS4BCJ0203-15SA,Fenômenos Eletromagnéticos S4-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2016
11011015,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
11011015,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2015
11011015,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
11011114,NAESHC002-17SB,Contabilidade Básica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Contabilidade Básica,N,SB,2014
11011116,DAESTO014-17SA,Termodinâmica Aplicada I A-Matutino (Santo André),Critério de preenchimento de vagas,Termodinâmica Aplicada I,D,SA,2016
11011116,DBESTO008-17SA,Mecânica dos Sólidos I B-Matutino (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,D,SA,2016
11011211,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2011
11011214,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2014
11011215,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
11011315,NB2ESTO902-17SA,Engenharia Unificada I B2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
11011316,NAESZM002-17SA,Nanociência e Nanotecnologia A-Noturno (Santo André),Critério de preenchimento de vagas,Nanociência e Nanotecnologia,N,SA,2016
11011414,NA7BCJ0203-15SA,Fenômenos Eletromagnéticos A7-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2014
11011414,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2014
11011414,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2014
11011414,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2014
11011416,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
11011715,NAESTB021-17SB,Sensores Biomédicos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sensores Biomédicos,N,SB,2015
11011715,NCESTO902-17SB,Engenharia Unificada I C-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Unificada I,N,SB,2015
11011715,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
11011716,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2016
11011814,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2014
11011814,DBESTG022-17SB,Sistemas CAM B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAM,D,SB,2014
11011814,NBESTO008-17SA,Mecânica dos Sólidos I B-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2014
11011816,DAESZM027-17SA,Materiais para Energia e Ambiente A-Matutino (Santo André),Critério de preenchimento de vagas,Materiais para Energia e Ambiente,D,SA,2016
11011915,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2015
11012015,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
11012211,NAESTS009-17SB,Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Materiais Compósitos e Aplicações Estruturais,N,SB,2011
11012211,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2011
11012214,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2014
11012215,NA2MCTA025-13SA,Sistemas Distribuídos A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2015
11012215,NA2MCTA016-13SA,Paradigmas de Programação A2-Noturno (Santo André),Critério de preenchimento de vagas,Paradigmas de Programação,N,SA,2015
11012215,NA1MCTA007-17SA,Compiladores A1-Noturno (Santo André),Critério de preenchimento de vagas,Compiladores,N,SA,2015
11012215,NA1MCTA009-13SA,"Computadores, Ética e Sociedade A1-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2015
11012316,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
11012515,NA1MCTA007-17SA,Compiladores A1-Noturno (Santo André),Critério de preenchimento de vagas,Compiladores,N,SA,2015
11012615,NA2MCTA016-13SA,Paradigmas de Programação A2-Noturno (Santo André),Critério de preenchimento de vagas,Paradigmas de Programação,N,SA,2015
11012615,DAMCZA015-13SA,Mineração de Dados A-Matutino (Santo André),Critério de preenchimento de vagas,Mineração de Dados,D,SA,2015
11012615,DAMCTA014-15SA,Inteligência Artificial A-Matutino (Santo André),Critério de preenchimento de vagas,Inteligência Artificial,D,SA,2015
11012615,NA1MCTA025-13SA,Sistemas Distribuídos A1-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2015
11012616,NAESTA014-17SA,Sistemas CAD/CAM A-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas CAD/CAM,N,SA,2016
11012716,DAESZM027-17SA,Materiais para Energia e Ambiente A-Matutino (Santo André),Critério de preenchimento de vagas,Materiais para Energia e Ambiente,D,SA,2016
11012716,NAESTM006-17SA,Materiais Poliméricos A-Noturno (Santo André),Critério de preenchimento de vagas,Materiais Poliméricos,N,SA,2016
11012913,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2013
11013116,DAESZU002-17SA,Compostagem A-Matutino (Santo André),Critério de preenchimento de vagas,Compostagem,D,SA,2016
11013216,NA2MCTA025-13SA,Sistemas Distribuídos A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2016
11013314,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2014
11013315,NAESZM002-17SA,Nanociência e Nanotecnologia A-Noturno (Santo André),Critério de preenchimento de vagas,Nanociência e Nanotecnologia,N,SA,2015
11013416,NB1BCS0002-15SA,Projeto Dirigido B1-Noturno (Santo André),Critério de preenchimento de vagas,Projeto Dirigido,N,SA,2016
11013610,NAMCZA017-13SA,Processamento de Linguagem Natural A-Noturno (Santo André),Critério de preenchimento de vagas,Processamento de Linguagem Natural,N,SA,2010
11013615,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2015
11013615,DAESTG014-17SB,Planejamento e Controle da Produção A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Planejamento e Controle da Produção,D,SB,2015
11013615,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2015
11013815,NB1ESTO902-17SA,Engenharia Unificada I B1-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
11013815,DAMCTA014-15SA,Inteligência Artificial A-Matutino (Santo André),Critério de preenchimento de vagas,Inteligência Artificial,D,SA,2015
11013816,NAESTM018-17SA,Termodinâmica de Materiais A-Noturno (Santo André),Critério de preenchimento de vagas,Termodinâmica de Materiais,N,SA,2016
11013816,NANHZ1074-15SA,Astrobiologia A-Noturno (Santo André),Critério de preenchimento de vagas,Astrobiologia,N,SA,2016
11014116,NAESZM002-17SA,Nanociência e Nanotecnologia A-Noturno (Santo André),Critério de preenchimento de vagas,Nanociência e Nanotecnologia,N,SA,2016
11014116,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
11014116,NB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Noturno (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,N,SA,2016
11014214,DAESTE032-17SA,Engenharia Solar Térmica A-Matutino (Santo André),Turma cancelada,Engenharia Solar Térmica,D,SA,2014
11014312,NAESTU039-17SA,Regulação Ambiental e Urbanística A-Noturno (Santo André),Critério de preenchimento de vagas,Regulação Ambiental e Urbanística,N,SA,2012
11014315,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2015
11014316,NAESTM018-17SA,Termodinâmica de Materiais A-Noturno (Santo André),Critério de preenchimento de vagas,Termodinâmica de Materiais,N,SA,2016
11014512,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2012
11014512,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2012
11014512,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2012
11014516,NBESTO008-17SA,Mecânica dos Sólidos I B-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2016
11014516,NAMCTA009-13SA,"Computadores, Ética e Sociedade A-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2016
11014516,NB1ESTO017-17SA,Métodos Experimentais em Engenharia B1-Noturno (Santo André),Critério de preenchimento de vagas,Métodos Experimentais em Engenharia,N,SA,2016
11014516,NA4MCTA018-13SA,Programação Orientada a Objetos A4-Noturno (Santo André),Critério de preenchimento de vagas,Programação Orientada a Objetos,N,SA,2016
11014815,NB2ESTO902-17SA,Engenharia Unificada I B2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
11014816,NANHT4005-15SA,Eletroanalítica e Técnicas de Separação A-Noturno (Santo André),Critério de preenchimento de vagas,Eletroanalítica e Técnicas de Separação,N,SA,2016
11014816,NANHT4056-15SA,Química Inorgânica Experimental A-Noturno (Santo André),Critério de preenchimento de vagas,Química Inorgânica Experimental,N,SA,2016
11014915,NAESTS013-17SB,Projeto de Elementos Estruturais de Aeronaves I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Projeto de Elementos Estruturais de Aeronaves I,N,SB,2015
11015014,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2014
11015014,NAESTB021-17SB,Sensores Biomédicos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sensores Biomédicos,N,SB,2014
11015015,NAESTS004-17SB,Desempenho de Aeronaves A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desempenho de Aeronaves,N,SB,2015
11015015,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
11015116,DAESTG014-17SB,Planejamento e Controle da Produção A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Planejamento e Controle da Produção,D,SB,2016
11015116,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
11015116,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2016
11015212,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2012
